index,Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
86259,86259,7rSERmjAT38lC5QhJ8hnQc,Dropkick Murphys,The Warrior's Code,I'm Shipping Up To Boston,70,153600,False,0.452,0.928,2,-3.133,1,0.079,0.000706,0.000637,0.226,0.6,129.188,4,punk
71154,71154,6Wx88Mv6b9ofjKMKkdwOJd,Linkin Park,Transformers: Revenge Of The Fallen The Album,New Divide,70,268613,False,0.493,0.808,5,-3.365,0,0.0362,0.000235,0.0,0.0983,0.38,117.971,4,metal
71841,71841,5IVA7WzOlWrmZh8EqZqMaw,Hatebreed,The Concrete Confessional,Looking Down the Barrel of Today,70,161626,True,0.486,0.986,1,-4.71,1,0.0818,0.000662,0.048,0.29,0.501,180.085,4,metal
44432,44432,5ynxx6zC4dgzsMHLYQ04Dc,Seether,Karma and Effect,Remedy,70,207213,False,0.55,0.952,8,-4.664,1,0.0924,0.000193,0.000666,0.0614,0.391,127.804,4,grunge
44356,44356,6ZxrUCaynLgKSUudACOTwj,Crossfade,Crossfade,Cold,70,194226,False,0.451,0.815,2,-5.55,0,0.0368,6.06e-05,0.0,0.27,0.618,147.974,4,grunge
44363,44363,1Qdnvn4XlmZANCVy3XjrQo,Audioslave,Audioslave,Show Me How to Live,70,277840,False,0.433,0.854,9,-3.868,1,0.0483,0.000336,0.000177,0.162,0.368,89.4,4,grunge
44336,44336,44wXefe8WB9Fd6xwtmAwbR,Foo Fighters,The Colour And The Shape,Monkey Wrench,70,231480,False,0.401,0.953,4,-4.276,1,0.0752,1.83e-05,2.56e-05,0.149,0.555,174.217,4,grunge
33150,33150,4vaxvNDaLSoD36iZX515ug,Lil Xan,TOTAL XANARCHY,Betrayed,70,187173,True,0.821,0.434,10,-9.194,0,0.118,0.434,0.0,0.128,0.241,120.012,4,emo
86359,86359,5gb9UJkh8TfrNMRYOJNbew,The All-American Rejects,When The World Comes Down,Gives You Hell,70,213106,False,0.718,0.691,4,-6.44,1,0.0387,0.0159,0.0,0.0627,0.552,100.008,4,punk
86362,86362,6BrMEbPSSj55nQhkgf6DnE,The Smiths,Hatful of Hollow,"Please, Please, Please, Let Me Get What I Want - 2011 Remaster",70,112706,False,0.241,0.468,2,-9.579,1,0.0272,0.534,0.0,0.161,0.451,91.581,3,punk
33175,33175,7Hr2XoaGpIMKbNXCZDZ3le,Lil Peep;Lil Tracy,"Come Over When You're Sober, Pt. 1",Awful Things,70,214426,False,0.366,0.797,1,-4.923,0,0.0812,0.0157,0.0,0.0694,0.181,169.986,4,emo
33167,33167,6akBF8JWM8lrpqejdwIfYI,Lil Peep,"Come Over When You're Sober, Pt. 2",16 Lines,70,244906,True,0.607,0.45,0,-8.507,1,0.0338,0.0663,1.12e-05,0.107,0.121,105.992,4,emo
71526,71526,55mJleti2WfWEFNFcBduhc,TOOL,Lateralus,Schism,70,403533,False,0.567,0.714,9,-8.512,0,0.0302,0.0012,0.417,0.186,0.191,107.441,3,metal
71269,71269,7zAt4tdL44D3VuzsvM0N8n,Avenged Sevenfold,Avenged Sevenfold,Afterlife,70,352426,False,0.487,0.949,2,-4.217,0,0.0798,0.000429,2.91e-05,0.231,0.406,110.02,4,metal
85561,85561,5lN1EH25gdiqT1SFALMAq1,The Black Keys,El Camino,Gold on the Ceiling,70,224333,False,0.505,0.833,0,-4.632,1,0.0475,0.00772,7.9e-05,0.069,0.565,130.121,4,punk-rock
71564,71564,29wJiSQcze8HEmxkUQykyp,Europe,The Final Countdown (Expanded Edition),Carrie,70,272133,False,0.455,0.487,7,-7.112,1,0.0264,0.114,2.43e-06,0.358,0.139,136.482,4,metal
71571,71571,6i4Qi1mJxXjqNIL9HfJhRs,Guns N' Roses,Use Your Illusion II,Civil War,70,462093,False,0.336,0.787,10,-8.803,0,0.0732,0.0793,0.0648,0.32,0.383,140.003,4,metal
72314,72314,1KHKeIouP04dDtl0EetgED,A Day To Remember,Homesick,The Downfall Of Us All,70,209093,False,0.588,0.881,0,-4.62,1,0.0666,0.000252,0.0,0.326,0.709,129.947,4,metalcore
33633,33633,1oagRT7LfpVlNJN6FSZDGp,Fall Out Boy,Infinity On High,"This Ain't A Scene, It's An Arms Race",70,212040,False,0.435,0.887,9,-4.07,1,0.0636,0.000747,0.0,0.0327,0.408,199.935,4,emo
33000,33000,2LskIZrCeLxRvCiGP8gxlh,XXXTENTACION;Lil Pump;Swae Lee;Maluma,Arms Around You (feat. Maluma & Swae Lee),Arms Around You (feat. Maluma & Swae Lee),70,198902,True,0.703,0.723,9,-5.45,0,0.0412,0.0302,2.06e-06,0.126,0.288,104.969,4,emo
86853,86853,69Kzq3FMkDwiSFBQzRckFD,The Smiths,Hatful of Hollow,This Night Has Opened My Eyes - 2011 Remaster,70,221533,False,0.696,0.628,2,-8.407,1,0.0274,0.00102,0.428,0.272,0.701,100.038,4,punk
71475,71475,1fQaoh3imrMunWVZh5kf90,Avenged Sevenfold,Hail to the King,Shepherd of Fire,70,323800,False,0.576,0.906,2,-7.677,1,0.0571,0.000332,0.0614,0.0908,0.211,127.935,4,metal
71411,71411,0qgrrDnUUhyxpxbBznUnzg,Skid Row,Skid Row,18 and Life,70,229960,False,0.466,0.648,1,-11.101,0,0.028,0.0023,1.49e-05,0.112,0.305,90.435,4,metal
71410,71410,2302lUwfZ4S4dVyPOCDFnQ,Marilyn Manson,Smells Like Children,Sweet Dreams (Are Made Of This),70,293293,False,0.392,0.642,8,-5.267,1,0.0326,0.0048,0.486,0.296,0.129,92.698,4,metal
71716,71716,5ih5d9WJSI7Hxz0KIPJPY2,Slipknot,"The End, So Far",Yen,70,283786,False,0.562,0.934,2,-4.264,1,0.111,0.000833,0.0159,0.298,0.302,137.005,4,metal
71727,71727,1fr92Vupmcs2vgLMFVQ7rd,The Rasmus,Dead Letters,In the Shadows,70,257920,False,0.6,0.796,2,-4.481,1,0.0275,0.000109,5.2e-05,0.484,0.75,105.991,4,metal
71733,71733,249Z7XT6mf8B2zuI0RaeS0,System Of A Down,Mezmerize,Violent Pornography,70,211333,True,0.459,0.958,6,-2.333,1,0.0877,0.0283,0.0,0.108,0.586,142.707,4,metal
33274,33274,5vJMWciCIDG0R5gLZLF8DC,Lil Peep;Lil Tracy,HELLBOY,walk away as the door slams,70,160560,True,0.553,0.572,1,-6.703,1,0.039,0.000115,0.0,0.115,0.168,135.036,3,emo
71772,71772,72hcFp4tYkd3dbNA9dZ3Pv,Bon Jovi,New Jersey (Deluxe Edition),Bad Medicine,70,316706,False,0.555,0.973,9,-3.804,1,0.035,0.048,0.0,0.0853,0.805,118.642,4,metal
71778,71778,0xrkyEMkG4dVa5OMLQZOX8,Rammstein,Sehnsucht,Engel,70,264266,False,0.637,0.658,2,-5.775,1,0.0291,0.00918,0.00229,0.295,0.328,96.072,4,metal
86203,86203,4j3X4KX8rURekAVIFUhI23,Simple Plan,"No Pads, No Helmets...Just Balls (15th Anniversary Tour Edition)",Perfect,70,277026,False,0.494,0.672,3,-4.877,1,0.0405,0.0273,0.0,0.105,0.557,156.208,4,punk
71734,71734,5wBLDkxVvclanSitx5jq8e,Hollywood Undead,Swan Songs,Undead,70,265053,True,0.512,0.943,2,-5.185,0,0.106,0.0138,0.0,0.261,0.485,163.128,4,metal
71361,71361,1bKQ48M9onID2kbSpRy8kK,Scorpions,Crazy World,Send Me An Angel,70,273333,False,0.153,0.417,1,-11.587,1,0.0318,0.434,0.000622,0.211,0.166,80.87,3,metal
71354,71354,3RptaQ5Xb8WvtpItZ2f9Hi,Slipknot,All Hope Is Gone,Snuff,70,276146,False,0.544,0.69,6,-5.723,0,0.0425,0.012,0.0095,0.0615,0.219,123.962,4,metal
71368,71368,3IjrDeaVRFEi3GgHI5xyjX,KISS,"Smashes, Thrashes And Hits",Detroit Rock City,70,227466,False,0.454,0.847,0,-10.981,0,0.115,0.00953,0.000285,0.15,0.317,90.291,4,metal
44247,44247,4A065x9kJt955eGVqf813g,Alice In Chains,Dirt (2022 Remaster),Them Bones (2022 Remaster),69,149466,False,0.159,0.946,9,-5.756,1,0.0629,0.0235,8.06e-06,0.387,0.309,165.014,1,grunge
71916,71916,1TEZWG1FdjzDdercCguTwj,Limp Bizkit,Significant Other,Nookie,69,289560,True,0.573,0.929,11,-5.996,1,0.082,0.00218,0.0723,0.718,0.284,97.57,4,metal
44229,44229,2V4Bc2I962j7acQj1N0PiQ,Hole,Celebrity Skin,Celebrity Skin,69,162666,False,0.438,0.905,9,-6.161,1,0.0419,9.44e-06,5.4e-05,0.363,0.723,134.163,4,grunge
33075,33075,56TOfxnRzSRbFRw8J6C4IT,Josh A;iamjakehill,Better off Dead,Suicidal Thoughts,69,181727,True,0.372,0.656,1,-6.086,1,0.0776,0.217,0.0,0.418,0.15,140.171,4,emo
33085,33085,1s70cjkrdj9lpEeQQlmS9l,iamjakehill,Spectrum,Die a King,69,169061,True,0.632,0.946,0,-2.784,0,0.277,0.192,0.0,0.495,0.324,125.061,3,emo
44108,44108,551qy5vUgrUfEUc4dCNfht,Nirvana,MTV Unplugged In New York,Where Did You Sleep Last Night,69,306066,False,0.573,0.59,3,-8.43,1,0.0557,0.667,0.000397,0.691,0.364,108.789,3,grunge
44115,44115,5O8L4I2S4izFGDjvP7xAKv,Nirvana,Nirvana,You Know You're Right,69,217000,False,0.289,0.716,5,-6.53,0,0.106,0.0407,0.00123,0.135,0.344,168.049,4,grunge
71911,71911,3X0K6fII7VIwL1URPrp8Ko,Rammstein,Mutter,Ich will,69,217106,False,0.648,0.896,2,-4.254,1,0.041,0.00138,0.000819,0.0879,0.468,128.115,4,metal
44179,44179,6i81qFkru6Kj1IEsB7KNp2,Pearl Jam,Backspacer,Just Breathe,69,215853,False,0.473,0.348,0,-11.1,1,0.0288,0.721,7.42e-05,0.0823,0.283,107.819,4,grunge
86462,86462,7cdnq45E9aP2XDStHg5vd7,The Runaways,The Runaways,Cherry Bomb,69,138706,False,0.501,0.813,11,-8.192,1,0.0639,0.0455,4.75e-05,0.131,0.495,136.59,4,punk
86463,86463,5fbQCQt91LsVgXusFS0CCD,Joy Division,Unknown Pleasures (Collector's Edition),Disorder - 2007 Remaster,69,209039,False,0.32,0.798,10,-7.078,0,0.124,0.00033,0.692,0.176,0.74,84.696,4,punk
44126,44126,3hb2ScEVkGchcAQqrPLP0R,Nickelback,All the Right Reasons,Photograph,69,258920,False,0.515,0.876,8,-3.756,1,0.0292,0.000932,0.000166,0.136,0.385,145.916,4,grunge
33081,33081,0RjJSBBEolCDJ6wDiuVCmh,XXXTENTACION,Bad Vibes Forever,ATTENTION!,69,120055,True,0.954,0.41,0,-7.725,1,0.157,0.608,1.76e-05,0.133,0.457,130.074,4,emo
86565,86565,0Zh3tKIphLOvQux4dA6PFZ,My Chemical Romance,The Black Parade,Mama,69,279026,True,0.236,0.799,4,-5.167,0,0.0939,0.0136,0.0,0.0948,0.303,208.951,4,punk
33080,33080,6jmf4OxSGzdgthZruXtcqu,MASN,How To Kill A Rockstar,Hate Me!,69,154756,True,0.683,0.628,6,-6.512,1,0.123,0.659,0.0,0.106,0.356,142.06,4,emo
86559,86559,34iOH7LY3vme5rQxsVILZ4,Joy Division,Love Will Tear Us Apart,Love Will Tear Us Apart - 2020 Remaster,69,208453,False,0.527,0.923,2,-7.458,1,0.0379,0.000541,0.765,0.127,0.899,146.924,4,punk
72004,72004,6lFUdRItQEsEuD7dSINL47,Bring Me The Horizon,That's The Spirit,Follow You,69,231106,False,0.54,0.661,3,-5.534,0,0.0381,0.0765,0.0,0.125,0.506,90.012,4,metalcore
72008,72008,2gT72HL4Y84K2Mle3miAMJ,Bring Me The Horizon,DiE4u,DiE4u,69,207141,True,0.355,0.919,7,-3.771,1,0.356,0.00234,0.000313,0.262,0.259,159.922,4,metalcore
86469,86469,5kr3j5Clb9rjEposoMyLVt,Green Day,Dookie,Welcome to Paradise,69,224133,False,0.37,0.96,3,-4.162,0,0.0378,0.000241,0.0116,0.0563,0.717,89.428,4,punk
44280,44280,48iWbsOaBUAGzMdoSmqyg1,Live,Throwing Copper,Lightning Crashes,69,325600,False,0.385,0.433,11,-9.256,1,0.0435,0.241,7.07e-06,0.11,0.427,89.974,4,grunge
85501,85501,3YD9EehnGOf88rGSZFrnHg,blink-182,Take Off Your Pants And Jacket,Stay Together For The Kids,69,239333,False,0.519,0.78,2,-4.939,1,0.0356,0.00165,2.14e-05,0.156,0.166,145.125,4,punk-rock
85722,85722,5NoQvINZLBV1wMYPdNmReL,Ramones,Road to Ruin (40th Anniversary Deluxe Edition),I Wanna Be Sedated,69,149786,False,0.56,0.965,11,-2.341,1,0.0409,0.121,6.23e-06,0.169,0.964,162.825,4,punk-rock
71313,71313,1BLfQ6dPXmuDrFmbdfW7Jl,Avenged Sevenfold,Avenged Sevenfold,A Little Piece of Heaven,69,480706,True,0.486,0.881,2,-5.623,0,0.0474,0.0244,0.0,0.429,0.667,144.997,4,metal
71787,71787,1BrgjqSg9du0lj3TUMLluL,Sabaton,Heroes,To Hell and Back,69,206546,False,0.536,0.849,0,-4.702,1,0.0616,0.00318,0.00197,0.104,0.305,127.002,4,metal
85863,85863,0lIoY4ZQsdn5QzhraM9o9u,Patti Smith,Easter,Because the Night,69,204800,False,0.466,0.763,11,-7.748,0,0.0391,0.0542,0.0,0.119,0.473,123.539,4,punk-rock
86104,86104,1ibeKVCiXORhvUpMmtsQWq,Sum 41,Chuck,Pieces,69,182040,False,0.457,0.83,5,-5.262,1,0.0321,0.00682,0.00337,0.166,0.602,99.93,4,punk
33267,33267,3F42FHouOY59SnSsyD2TAX,Lil Peep,"Come Over When You're Sober, Pt. 1",U Said,69,224053,True,0.265,0.827,7,-4.661,1,0.104,0.0434,0.0,0.117,0.131,82.021,4,emo
86206,86206,1Q3t9fWvHUXKsMmpD2XpUu,Cage The Elephant,Tell Me I'm Pretty,Cold Cold Cold,69,214386,False,0.549,0.789,5,-6.071,1,0.0313,0.0178,6.7e-05,0.059,0.715,136.125,4,punk
33235,33235,0GgN4MhR5GKn5IcKN0e0rG,My Chemical Romance,The Black Parade,Cancer,69,142973,False,0.457,0.515,4,-4.31,1,0.0261,0.358,0.0,0.278,0.222,74.984,4,emo
71307,71307,5nekfiTN45vlxG0eNJQQye,Metallica,Ride The Lightning (Deluxe / Remastered),Fade To Black - Remastered,69,417226,False,0.256,0.924,7,-6.685,1,0.113,0.00369,0.234,0.114,0.28,113.574,4,metal
86221,86221,10rChmECwPcvTTj4w07hq4,Simple Plan,Still Not Getting Any,Welcome to My Life,69,206773,False,0.421,0.858,1,-4.535,1,0.0963,0.0134,0.0,0.067,0.491,173.255,4,punk
33881,33881,47No93LxERvV6MtOAmQzHS,Paramore,Brand New Eyes,Ignorance,69,218626,False,0.522,0.964,11,-2.645,0,0.095,0.00109,0.000389,0.0387,0.51,170.944,4,emo
44633,44633,4GiVcDqNQI0fc0yYuRGH9m,Eve 6,Eve 6,Inside Out,69,219466,False,0.483,0.818,11,-7.666,1,0.0444,0.114,0.0,0.367,0.691,175.668,4,grunge
71855,71855,40i81AcCCxiVEFUWElcjZC,Get Scared,Best Kind Of Mess,Sarcasm,69,198080,False,0.387,0.929,7,-4.825,0,0.161,0.00238,7.22e-06,0.314,0.591,180.359,4,metal
44395,44395,53eJFr4Mfbw5PXJ01K6cFw,Pearl Jam,Vs.,Daughter - Remastered,69,234333,False,0.615,0.702,7,-9.686,1,0.0278,0.00746,0.00431,0.0608,0.734,96.987,4,grunge
86353,86353,5619Ojc6t9evEEs3B7Drhe,Metro Station,Metro Station,Shake It,69,179946,False,0.618,0.955,4,-3.836,1,0.0798,0.00221,3.09e-06,0.486,0.79,150.034,4,punk
86352,86352,5773KSWFzg9kCc8yazjbSt,Le Tigre,Le Tigre,Deceptacon,69,184626,True,0.603,0.864,4,-3.341,0,0.0668,0.055,0.00493,0.0986,0.616,160.488,4,punk
44351,44351,0W7AbEauB7cP4pidLclApe,Temple Of The Dog,Temple Of The Dog,Hunger Strike,69,246266,False,0.373,0.567,7,-10.835,1,0.032,0.0236,3.47e-06,0.0916,0.298,137.789,4,grunge
44379,44379,0CwYG1UnRmOx8Q1EzElCIL,Shinedown,The Sound of Madness,Second Chance,69,222066,False,0.46,0.796,0,-4.501,0,0.0333,0.00107,0.0,0.106,0.182,100.011,4,grunge
71802,71802,69j0KoPJuwpnbGWrfn7Yll,Kid Rock;Sheryl Crow,Cocky,Picture (feat. Sheryl Crow),69,298960,False,0.692,0.496,7,-7.332,1,0.0241,0.172,6.42e-06,0.107,0.376,97.945,4,metal
44445,44445,7bu0znpSbTks0O6I98ij0W,The Smashing Pumpkins,Mellon Collie And The Infinite Sadness (Deluxe Edition),"Tonight, Tonight - Remastered 2012",69,254626,False,0.277,0.67,6,-9.381,1,0.0376,6.28e-05,0.751,0.237,0.217,148.342,4,grunge
44543,44543,1Y13csEpu3TK5gQdzGLrd8,Incubus,Make Yourself,Pardon Me,69,223746,False,0.579,0.812,1,-6.509,0,0.0693,0.00114,0.00333,0.115,0.278,152.002,4,grunge
71102,71102,104buTcnP2AsxqB7U1FIZ4,Linkin Park;Kiiara,One More Light,Heavy (feat. Kiiara),69,169800,True,0.59,0.671,9,-6.098,1,0.0706,0.0484,0.0,0.0604,0.438,149.982,4,metal
71200,71200,799XxzSlWNYkuWJxUbuGnF,Metallica,"Stranger Things: Soundtrack from the Netflix Series, Season 4",Master of Puppets,69,514479,False,0.538,0.868,4,-7.357,0,0.0377,0.000599,0.482,0.199,0.556,105.164,4,metal
71326,71326,5O9Dz0h08LuBi0aVvDcylh,Skillet,Unleashed,The Resistance,69,232066,False,0.483,0.941,2,-3.598,0,0.0575,0.000526,3.5e-06,0.31,0.503,156.033,4,metal
71471,71471,4ZpXHlV2vQVfPXUvbDSZ92,Skid Row,Skid Row,I Remember You,69,313693,False,0.345,0.531,0,-12.708,1,0.0305,0.00642,7.28e-06,0.14,0.49,176.302,4,metal
71655,71655,0Y2i84QWPFiFHQfEQDgHya,Slipknot,Iowa,People = Shit,69,215600,True,0.462,0.996,11,-2.973,0,0.231,5.8e-05,0.00377,0.139,0.145,122.072,4,metal
71460,71460,07HqIg8BnB1lJElnw2ZiSR,Bon Jovi,New Jersey (Deluxe Edition),I'll Be There For You,69,346586,False,0.437,0.727,2,-5.432,1,0.0293,0.0532,0.0,0.103,0.233,73.029,4,metal
71352,71352,3X412wnMLKyqctlRfhPa7Q,Tomorrow,ННД,ННД,69,87259,False,0.407,0.938,11,-3.263,1,0.0553,0.0339,0.00141,0.807,0.729,172.661,4,metal
71758,71758,1PcANFoqnDsexSHXpWrn8Q,Slipknot,"The End, So Far",Adderall,69,340400,False,0.2,0.639,7,-5.857,0,0.0365,0.00623,0.0459,0.125,0.17,166.013,4,metal
71353,71353,1vNoA9F5ASnlBISFekDmg3,Bad Wolves,Zombie,Zombie,69,254805,False,0.448,0.826,2,-3.244,0,0.0319,0.00756,0.0,0.117,0.19,77.093,4,metal
71373,71373,0S3gpZzlT9Hb7CCSV2owX7,Ozzy Osbourne,No More Tears (Expanded Edition),"Mama, I'm Coming Home",69,251866,False,0.282,0.656,8,-6.557,1,0.0302,0.0105,0.0,0.0892,0.242,139.352,4,metal
71370,71370,0nkzd3yNniB767zSDDdLZ3,Skillet,Awake,Awake and Alive,69,209493,False,0.434,0.939,4,-2.983,0,0.0593,0.0425,0.0,0.491,0.569,159.932,4,metal
71673,71673,5x9RZg7HfXGY3JayXL3seF,Ugly Kid Joe,America's Least Wanted,Cats In The Cradle,69,241893,False,0.511,0.517,8,-9.653,1,0.0328,0.13,0.0,0.074,0.433,75.67,4,metal
71682,71682,3nlGByvetDcS1uomAoiBmy,Iron Maiden,The Number of the Beast (2015 Remaster),The Number of the Beast - 2015 Remaster,69,290586,False,0.409,0.89,0,-6.839,1,0.0558,0.088,0.107,0.0935,0.268,100.409,4,metal
71688,71688,71fSn6OIF7HnCbgCzOBqpj,Airbourne,Runnin' Wild (Special Edition),Runnin' Wild,69,222240,False,0.47,0.947,10,-4.122,1,0.0929,0.000141,0.29,0.127,0.394,162.052,4,metal
71558,71558,6oO7WMjD6kEvCITLbVj0mu,System Of A Down,Hypnotize,Hypnotize,69,189440,False,0.274,0.92,6,-4.096,1,0.0489,0.0303,0.000412,0.115,0.0397,154.016,4,metal
71620,71620,56fiFTRrSiHHH3gBeaTg2P,Slipknot,We Are Not Your Kind,Nero Forte,69,315177,True,0.336,0.978,7,-2.358,1,0.0846,0.000437,0.000525,0.138,0.496,129.842,4,metal
71559,71559,28WmNsclKsrVmdv3tDmoYU,Metallica,Kill 'Em All (Remastered),Seek & Destroy - Remastered,69,414720,False,0.445,0.964,9,-5.493,1,0.282,0.037,0.0132,0.0773,0.448,140.817,4,metal
71612,71612,42ZVk59gT4tMlrZmd8Ijxf,Disturbed,Indestructible (Deluxe Edition),Indestructible,69,278026,False,0.429,0.966,8,-4.605,1,0.0733,0.000209,0.124,0.371,0.525,179.956,4,metal
71517,71517,1lATXTBJDHwawvT1UfxWu3,TOOL,"10,000 Days",The Pot,69,381946,True,0.469,0.79,7,-6.889,1,0.0391,0.000148,0.372,0.282,0.466,107.45,4,metal
71483,71483,5LyRtsQLhcXmy50VXhQXXS,Megadeth,Rust In Peace (Expanded Edition),Holy Wars...The Punishment Due - Remastered,69,392600,False,0.325,0.985,11,-3.941,1,0.151,0.00177,0.107,0.351,0.221,125.307,4,metal
72113,72113,3rEwGRmPVVudVjqdgv0tRR,A Day To Remember,Homesick,If It Means A Lot To You,69,243226,False,0.584,0.536,10,-8.158,1,0.0279,0.112,0.0,0.456,0.441,127.001,4,metalcore
71590,71590,6Nd6ntkzr4t8o1FKPGOSMt,Whitesnake,Whitesnake (2018 Remaster),Here I Go Again - 2018 Remaster,69,275395,False,0.292,0.823,7,-6.763,1,0.0407,0.0117,7.79e-05,0.155,0.244,89.939,4,metal
72120,72120,2ah5gOCogw00A62XBoepmc,A Day To Remember,Miracle,Miracle,69,243977,True,0.463,0.917,7,-3.776,1,0.13,0.000266,1.8e-05,0.0872,0.369,160.028,4,metalcore
72175,72175,7l0Lr7Tl4Gt8hQj4v3rwtf,Falling In Reverse,The Drug In Me Is You,I'm Not A Vampire,69,231840,False,0.235,0.965,2,-2.882,0,0.28,0.00887,0.0,0.0448,0.322,185.278,4,metalcore
71611,71611,3pHpV3pa96s4vuBP7sQq0V,Whitesnake,Whitesnake (2018 Remaster),Is This Love - 2018 Remaster,69,284496,False,0.263,0.759,0,-7.288,1,0.0431,0.0555,0.0,0.231,0.429,179.904,4,metal
33058,33058,2qtqIinDwJQzsUofMtkH0D,44phantom;Machine Gun Kelly,"don't sleep, repeat (feat. Machine Gun Kelly)","don't sleep, repeat (feat. Machine Gun Kelly)",69,149160,True,0.667,0.716,7,-4.463,1,0.0564,0.238,0.0,0.255,0.412,144.943,4,emo
86753,86753,1nLnpLXvl68RZCSjfkyiaa,Green Day,Insomniac,Brain Stew,69,193000,True,0.559,0.543,1,-5.429,1,0.302,0.00133,2e-05,0.0577,0.337,75.958,4,punk
33076,33076,1Wh5LO3TWAvaeDrwp4FZgo,XXXTENTACION,Revenge,King,68,112800,True,0.421,0.154,0,-12.405,1,0.0319,0.102,0.00692,0.207,0.0949,99.886,4,emo
33480,33480,0UY4FvG4f9JI6kBR1BlWrZ,Paramore,Riot!,That's What You Get,68,220480,False,0.528,0.831,8,-3.607,1,0.0429,9.43e-05,0.0,0.141,0.632,131.094,3,emo
71973,71973,0wzRcekWyVCSyPtlPOeJau,Queens of the Stone Age,Songs For The Deaf,Go With The Flow,68,187146,False,0.246,0.991,9,-3.903,1,0.087,0.00944,0.0753,0.867,0.415,159.39,4,metal
33065,33065,56fkAaSu91c1E2k43wGPFC,MASN,How To Kill A Rockstar,Psycho!,68,197217,True,0.876,0.312,7,-10.17,1,0.0521,0.443,0.0,0.247,0.377,114.973,4,emo
33001,33001,7LHAKF7pBqHch8o6Yo0ad5,RADWIMPS;Toaka,Suzume,Suzume,68,236390,False,0.571,0.415,2,-6.572,0,0.0305,0.615,0.0,0.187,0.342,78.025,4,emo
44134,44134,10ASBwZsp7oUUDsJEYz3uS,Breaking Benjamin,Phobia (Explicit Version),Dance With The Devil,68,227106,False,0.345,0.929,3,-4.469,0,0.142,0.00015,0.00106,0.129,0.181,155.041,3,grunge
71921,71921,2UDumaw7osnyjH7RZ2DLpB,Three Days Grace,Human,I Am Machine,68,200146,False,0.402,0.97,2,-4.538,0,0.0668,1.29e-05,2.62e-06,0.189,0.476,75.106,4,metal
72010,72010,6Q1m1GyNxyOwZ2ud3p7XoS,I Prevail,TRAUMA,Gasoline,68,153613,True,0.546,0.945,1,-4.399,1,0.0531,0.000311,0.0,0.724,0.545,135.128,4,metalcore
72019,72019,2GFwwTIVLjnOrtP7m9luHC,I Prevail,TRAUMA,Hurricane,68,223173,True,0.389,0.885,6,-5.063,0,0.0551,0.000372,0.000311,0.202,0.187,164.989,4,metalcore
72021,72021,68osIGtVjM7QWVe6pazLHj,Bring Me The Horizon,Sempiternal (Expanded Edition),Shadow Moses,68,243320,True,0.456,0.985,6,-2.949,1,0.207,0.000235,0.00368,0.103,0.183,143.006,4,metalcore
86510,86510,4oaU0fMSg3n9kqOwmLPVhH,Set It Off;Ash Costello,Cinematics (Expanded Edition),Partners in Crime (feat. Ash Costello),68,211026,False,0.376,0.939,1,-3.437,1,0.0572,0.00704,0.0,0.116,0.815,190.109,4,punk
86516,86516,4oVdhvxZrKQTM9ZsUIZa3S,Neck Deep,Life's Not Out To Get You,December,68,218954,True,0.542,0.439,2,-7.728,1,0.0272,0.626,0.0,0.109,0.466,144.949,4,punk
44168,44168,4UJmPSJsBsIR1U0N79BU1g,Nirvana,MTV Unplugged In New York,Lake Of Fire,68,175973,False,0.541,0.618,1,-9.652,0,0.179,0.277,4.02e-05,0.413,0.68,145.464,4,grunge
33136,33136,2z6W6oeZvBaO56Mg587v0w,XXXTENTACION,LOOK AT ME: THE ALBUM,#ImSippinTeaInYoHood,68,173320,True,0.668,0.873,9,-4.556,1,0.215,0.0967,0.000275,0.239,0.455,146.006,4,emo
86452,86452,2WRFD9WczJ975X2K1Y9YVs,Yeah Yeah Yeahs,It's Blitz!,Heads Will Roll,68,221000,False,0.562,0.903,8,-4.46,0,0.0296,0.000187,0.0939,0.298,0.791,132.009,4,punk
44174,44174,44NRdYQw7P0GWuiunRv3hr,Godsmack,Faceless,I Stand Alone,68,246040,False,0.217,0.92,8,-4.479,1,0.0628,2.86e-05,0.0,0.102,0.376,167.169,4,grunge
44208,44208,4QJLKU75Rg4558f4LbDBRi,Nickelback,Dark Horse,If Today Was Your Last Day,68,249066,False,0.485,0.911,3,-5.749,1,0.0355,8.67e-05,0.0,0.092,0.568,89.956,4,grunge
71867,71867,3s53zBEi1ZU6dJj19eFOxW,Red Hot Chili Peppers,Tippa My Tongue,Tippa My Tongue,68,260808,False,0.573,0.913,5,-6.52,0,0.0409,0.00861,0.0273,0.114,0.795,88.418,4,metal
71912,71912,5aNH8inF5BsbThDeOLs7zs,Rammstein,Mutter,Feuer frei!,68,188600,False,0.491,0.966,3,-3.974,1,0.0463,9.12e-05,0.346,0.153,0.223,95.141,4,metal
86411,86411,2HXixVqzzm9rEUIMAWzshl,Joan Jett & the Blackhearts,Up Your Alley,I Hate Myself for Loving You,68,246800,False,0.611,0.882,9,-11.225,1,0.0538,0.0847,1.08e-06,0.192,0.605,117.932,4,punk
44277,44277,2UZtI2HUyLRzqBjodvcUmY,Theory of a Deadman,Wake Up Call,Rx (Medicate),68,233173,True,0.639,0.71,1,-7.445,1,0.0275,0.0133,0.0,0.118,0.378,119.989,4,grunge
